Date,Open,High,Low,Close,Adj Close,Volume,RSI_14,macd,macd_signal,BB_upper,BB_middle,BB_lower,Close-Open,High-Low,OBV,Close2-Close1,Close2,BB_height,next_day_close_increased,news,tweets,sentiment_polarity,sentiment_subjectivity,Interest Rate,SP_Open,SP_High,SP_Low,SP_Close,SP_AdjClose,SP_Volume
2020-06-04,0.7392658814962214,0.9346906728261644,0.7302693703634517,0.9157782678277506,0.9157782678277506,0.7591228421355702,0.943139145631319,0.9989535661939295,0.8609289952727238,0.830114829327055,0.42778104738986755,0.0,0.7734397995926355,0.4587353599758281,0.5511233231600955,-135.10351599999922,9665.533203,0.9270833051721359,0,"DeFi stands for decentralized finance, and itâ€™s a revolutionary issue in the financial space, which has been gaining more and more popularity these days. At the beginning of this strange year, there was a report",Nothing more bullish for #gold and #bitcoinBeginning of the end for govt bonds as a functioning productive asset class.Traditional 60/40 portfolios will need to find a new defensive asset to replace portion of the 40%.Gold is the most liquid best defensive asset that exists,0.3536585365853659,0.0,0.0,0.5362833469908033,0.4185449676411501,0.5415906920204918,0.4787441921056068,0.4787441921056068,0.5073802565753628
2020-06-05,0.914969761945839,0.9110175514904668,0.9135531474354988,0.7519576736626945,0.7519576736626945,0.6247892588808746,0.8183232985577558,0.9826525629154612,0.8991445166521697,0.8674155405069399,0.46952031831649066,0.014116074972214676,0.4615717425226564,0.18825847058935785,0.36284826333503095,-11.853515000000698,9653.679688,0.9456615477903627,0,"The ICON community of enthusiasts gets another update - it's been just revealed that the ICON Vote Monitor got a better UI and more. Check out their Twitter announcement. #ICON community, @everstake_pool has updated ICON",Greed and Fear in #bitcoin markets,1.0,0.48863636363636365,0.3333333333333339,0.7742875352818004,0.8805512162463707,0.8603803073717113,0.8329931825090107,0.8329931825090107,1.0
2020-06-08,0.8660998701819995,0.7990099919025067,0.9303830139693243,0.8804353358242416,0.8804353358242416,0.5121131034667994,0.9061389500980939,0.9735886665695697,0.9656318902673512,0.8816360798070484,0.47786311491262623,0.008984710857184552,0.6246210246923559,0.015948668625439838,0.5715732270092914,24.21093699999983,9795.700195,0.9593128108679454,1,ICON is a project that has been gaining massive credibility and support among enthusiasts. They also believe that the project's digital asset will be gaining more value based on the trajectory that it had this,Defunding police makes no sense. Banksters will hire mercenaries and the kill rate will go up .Defund the Fed and solve *all* the problems.How? Start swapping your violence-backed fiat for #Bitcoin,0.3902439024390244,0.48863636363636365,0.3333333333333339,0.9385413821360284,1.0,1.0,1.0,1.0,0.9682545400510628
2020-06-09,0.8835007659108278,0.8686679055959292,0.9155496918446584,0.9097924554763512,0.9097924554763512,0.6363846591202658,0.9285327212242036,0.9786645977602166,0.9819847869264089,0.932424495077214,0.5173165333816137,0.004070013361182845,0.6356845960860131,0.1287956226938065,0.7615157537982278,74.39453200000025,9870.094727,0.9996883544002513,1,"ICON is a project that has been gaining increased popularity in the crypto space, and the digital asset ICX is also becoming more and more popular. Enthusiasts are expecting to see massive gains coming from","The BRRRR meme goes all the way back to the 1800s when Lincoln issued the greenback to help fight the civil war. It was a fiat currency, not backed by gold.#Bitcoin",0.7073170731707317,0.7045454545454545,0.3333333333333339,0.9995447509787869,0.9418656549877262,0.9874533298602071,0.8905293325806589,0.8905293325806589,0.498293400096362
2020-06-10,0.9075494217966007,0.9621172170245078,1.0,1.0,1.0,0.7471363139453191,1.0,1.0,0.9999999999999999,1.0,0.6313623481909758,0.08301330633485193,0.6966552096776999,0.14428981897241305,0.9673848309262842,-548.3134769999997,9321.78125,1.0,0,"ICONLOOP has been making some important moves this year, and the firm continues in the same manner. First of all, we remind readers that this is a tech firm thatâ€™s based in Seoul, and the",#Bitcoin supply curve starting to flatten against a parabolic USD M2 money supply—what happens next?,0.5,0.5227272727272728,0.666666666666667,1.0,0.9449899575987502,0.9370061647998593,0.8165356724130444,0.8165356724130444,0.540607171321917
2020-06-11,1.0,1.0,0.38198336301555,0.3351391418203473,0.3351391418203473,1.0,0.38838280616695764,0.833364282857437,0.9758848152656846,0.9955536280783477,0.6515005957034923,0.11620822508966455,0.0,1.0,0.7251529000670855,159.0625,9480.84375,0.9759939692375843,1,"It's been recently revealed that ICONLOOP aims to boost sales by 50% in 2020. The firm plans to boost sales with about $14.7 million or KRW 18 billion, according to the reports coming from the","Grayscale buys way less #Bitcoin than many would think. Factoring in ""in-kind"" purchases, Grayscale has only bought 31% of all new bitcoins mined since the halving, far less than the 150%+ many have reported. This is just one of many misconceptions about Grayscale's trusts.",0.2682926829268293,0.2954545454545455,0.666666666666667,0.5907766548301936,0.38852934612809875,0.14686984457758,0.0,0.0,0.63932204305675
2020-06-12,0.33133373584114345,0.48740532995078567,0.41224806459514163,0.5280113484872668,0.5280113484872668,0.5747205719510076,0.5548225829656226,0.7490805650185939,0.9371056763945537,0.9972375266398039,0.6907858952855968,0.1687875514364876,0.7905931303670493,0.2723268655453435,0.9062278736806908,-5.566405999999915,9475.277344,0.9443793836936021,0,"The other day, Bitcoin was almost re-testing the important psychological level of $10k, but the king coin was not able to surpass this FOMO-triggering point. At the moment of writing this article, the crypto market",Bitfinex orderbook is telling a very specific story Cheers to @Yodaskk for pointing this out #Bitcoin,0.6097560975609756,0.3977272727272727,0.666666666666667,0.3518164435946449,0.1926467306404831,0.0816618911174789,0.17026358070259207,0.17026358070259207,0.37095132813098053
2020-06-15,0.4108655750406065,0.4415287497527203,0.019462086887935826,0.4914629647373818,0.4914629647373818,0.8024439078959644,0.5280531186272626,0.5389364310928524,0.7726585785905269,0.699667149718163,0.948352872338269,0.8763184623707048,0.684035413969252,0.7222549802433931,0.8272940475018964,87.32226599999922,9538.024414,0.283745900073302,1,"Nexus Mutual, an alternative insurance provider for a variety of Ethereum-based DeFi protocols, has seen its risk pool double over the past 90 days to more than $4 million.",Control of money corrupts. Absolute control of money corrupts absolutely. No one controls #Bitcoin,0.24390243902439027,0.05681818181818182,1.0,0.0,0.14433162240571562,0.0,0.28003821268834983,0.28003821268834983,0.35117233056705055
2020-06-16,0.49391087530889166,0.5376103656119149,0.5644783819665005,0.5973461121453223,0.5973461121453223,0.516523227386634,0.6346970024357592,0.5259453824677293,0.7229342562533336,0.6554731634593658,1.0,1.0,0.7053397642984568,0.1414869762481133,1.0,-57.769530999999915,9480.254883,0.1740088327842484,0,Both ICON (ICX) and Hedera Hashgraph (HBAR) have been correcting over the past two months but ICX is showing stronger signs of reversal.,"Today, #Bitcoin experienced a whopping 14.9% upward difficulty adjustment, as hash rate has recovered to 113 EH/s post-Halving.",0.0853658536585366,0.20454545454545456,1.0,0.6247837567149226,0.5554563713456808,0.47929148215681217,0.532545920361283,0.532545920361283,0.37105939778187047
2020-06-17,0.590692660376396,0.4873499669683934,0.4673625379745534,0.5272973142068835,0.5272973142068835,0.43923542365544166,0.5593469574157228,0.49573767984329375,0.6761705640997242,0.6562504352805227,0.9934182140564687,0.9899455347193928,0.5521345763693984,0.20047677132957287,0.8384083563460332,-68.41406300000017,9411.84082,0.1808617558667378,0,"BeInCrypto takes a look at some technical analysis for BTC, ICX, HBAR, STEEM, OMG, and more. Also, what's this new Fishiness Indicator about?",I will be humble during the #bitcoin bull cycle I will be humble during the #bitcoin bull cycle I will be humble during the #bitcoin bull cycle I will be humble during the #bitcoin bull cycle I will be humble during the #bitcoin bull cycle,0.45121951219512196,0.28409090909090917,1.0,0.6481380315032332,0.48688908725730684,0.6180863071980554,0.48369447218724204,0.48369447218724204,0.0816668843069358
